id,url,name,username,created_at,description,favourites_count,followers_count,listed_count,media_count,profile_image_url,profile_banner_url,statuses_count,verified,is_blue_verified,entities,can_dm,can_media_tag,location,pinned_tweet_ids,top_tweet_count
26350222,https://x.com/rox4none,𝕮𝖆𝖕𝖙𝖆𝖎𝖓 𝕽𝖔𝖝 🦍,rox4none,Tue Mar 24 23:05:07 +0000 2009,"Pronouns are “His Royal Highness”, a proponent of the truth, fairness & justice, A Bored Ape 🦍, $BTC $APE #NFT #Otherside #BAKC #KODA @ApeCoin #ApeChain #Gobs",6727,1602,51,2408,https://pbs.twimg.com/profile_images/1881552922032427009/bVdVjUpe_normal.jpg,https://pbs.twimg.com/profile_banners/26350222/1736657529,8675.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'other.page/ape/3958', 'expanded_url': 'https://other.page/ape/3958', 'url': 'https://t.co/ZPomV7cjrv', 'indices': [0, 23]}]}}",False,True,Otherside,[],1
283188653,https://x.com/FinleyNFT,Finley La Pick,FinleyNFT,Sat Apr 16 19:29:32 +0000 2011,"Artist & Co-Founder: @KeyWarriorsNFT - $finny

@NextModels",39576,6856,35,4101,https://pbs.twimg.com/profile_images/1661026809134153729/q69IMnuf_normal.jpg,https://pbs.twimg.com/profile_banners/283188653/1664760962,15514.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'instagram.com/finleylapick?i…', 'expanded_url': 'https://instagram.com/finleylapick?igshid=ZDdkNTZiNTM=', 'url': 'https://t.co/gP02akj7z1', 'indices': [0, 23]}]}}",True,True,"Los Angeles, CA",['1860203020606456052'],3
219418059,https://x.com/808NFT808,808onChainCollector,808NFT808,Wed Nov 24 20:23:10 +0000 2010,"808=Hawaii 🏝 🤙🏼 Art NFTs, biased towards on-chain. 808onchain.eth, 808nfttezos.tez, @ripcache & @smokestacks maxi. #OnChainArt collector.",72389,4408,45,5242,https://pbs.twimg.com/profile_images/1881415795802243072/hhLX5CEp_normal.jpg,https://pbs.twimg.com/profile_banners/219418059/1736449568,25868.0,False,True,{'description': {'urls': []}},True,True,Hawaiian Islands. ,['1881415672754028689'],1
118639757,https://x.com/kokid951,NFT kid “Keith Berry”,kokid951,Mon Mar 01 09:21:52 +0000 2010,MMA Fighter. Loves NFTs. Loves WEED! + SquidGrow Affiliate 🦑 TG: @kokid951 #BrettGold,921749,208949,811,5843,https://pbs.twimg.com/profile_images/1687581219259826179/XssrB-fW_normal.jpg,https://pbs.twimg.com/profile_banners/118639757/1733849875,100333.0,False,True,{'description': {'urls': []}},True,False,"Las Vegas, NV",['1878232352058696095'],5
126067709,https://x.com/what3verman,✨whateverman✨🎙,what3verman,Wed Mar 24 18:53:23 +0000 2010,✨The Journey is the Reward✨@BULL_AND_BEAN ✨Head of Spaces @Ankh_Labs Ambassador:🔴@PGgroup_ 🔴@iagentprotocol @teamintella 🔴@quirkiesnft,72847,22266,113,11678,https://pbs.twimg.com/profile_images/1887741113923969024/ecPTGHj2_normal.jpg,https://pbs.twimg.com/profile_banners/126067709/1705689015,65260.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'yaps.kaito.ai/referral/12606…', 'expanded_url': 'https://yaps.kaito.ai/referral/126067709', 'url': 'https://t.co/pJQ0euixC1', 'indices': [0, 23]}]}}",True,True,"Toronto, Ontario",['1879579369590403472'],1
146008010,https://x.com/CryptoMichNL,Michaël van de Poppe,CryptoMichNL,Thu May 20 11:34:14 +0000 2010,"CIO & Founder @MNConsultancy_, @MNCapital_vc, @MNAcademy_ || Macro-Economics, Value Based Investing & Trading || Crypto & Bitcoin Enthusiast",47614,772970,7173,18186,https://pbs.twimg.com/profile_images/1696225706768740353/ta6goKxa_normal.jpg,https://pbs.twimg.com/profile_banners/146008010/1730390851,77581.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'youtube.com/@cryptomichnl', 'expanded_url': 'https://www.youtube.com/@cryptomichnl', 'url': 'https://t.co/vQINtk0ZfW', 'indices': [0, 23]}]}}",True,False,"Amsterdam, The Netherlands",['1886806925746004248'],6
787634466,https://x.com/CryptoJelleNL,Jelle,CryptoJelleNL,Tue Aug 28 18:58:33 +0000 2012,Long-term crypto and stock investor working towards a simpler lifestyle. My #1 piece of advice: Stick to the plan!,88522,104145,1735,14635,https://pbs.twimg.com/profile_images/1873826845604392960/ywNtrqLl_normal.jpg,https://pbs.twimg.com/profile_banners/787634466/1692021072,73061.0,False,True,{'description': {'urls': []}},True,False,,['1697663086897897517'],4
1603021590,https://x.com/TheRealD0c,D0c Crypto ⭕️,TheRealD0c,Thu Jul 18 09:42:20 +0000 2013,"📽️YouTuber (11k Subs)📽️
⭕$RENDER⭕️
💰Claim a free $500 Airdrop here: https://t.co/QIzPn1r5fC",986,15068,78,3754,https://pbs.twimg.com/profile_images/1738578487395352576/kkuBCYjk_normal.jpg,https://pbs.twimg.com/profile_banners/1603021590/1644396525,22768.0,False,True,"{'description': {'urls': [{'display_url': 'partner.bybit.com/b/aff_19851_41…', 'expanded_url': 'https://partner.bybit.com/b/aff_19851_41860', 'url': 'https://t.co/QIzPn1r5fC', 'indices': [68, 91]}]}, 'url': {'urls': [{'display_url': 'youtube.com/@D0cCrypto', 'expanded_url': 'https://youtube.com/@D0cCrypto', 'url': 'https://t.co/GFDjGW8Oh3', 'indices': [0, 23]}]}}",True,True,👇 MY YOUTUBE CHANNEL 👇,['1885738816050540804'],2
1530033576,https://x.com/milesdeutscher,Miles Deutscher,milesdeutscher,Wed Jun 19 07:26:15 +0000 2013,Crypto analyst. Busy finding the next 100x. Tweets aren’t financial advice. Sharing early alpha in @mileshighclub_.,23879,613407,10326,2949,https://pbs.twimg.com/profile_images/1562714461613740032/ff1eYOra_normal.jpg,https://pbs.twimg.com/profile_banners/1530033576/1661480263,18461.0,False,True,{'description': {'urls': []}},True,False,,['1885780160668168386'],1
1381341090,https://x.com/Trader_XO,XO,Trader_XO,Fri Apr 26 07:59:48 +0000 2013,Product Partner @OKX,147403,505264,9358,9372,https://pbs.twimg.com/profile_images/1806377295872929792/Y9iKxyPL_normal.jpg,https://pbs.twimg.com/profile_banners/1381341090/1719508874,41415.0,False,True,{'description': {'urls': []}},True,False,,['1887549932170604759'],2
380546370,https://x.com/BTC_JackSparrow,//Bitcoin 𝕵ack 🐐,BTC_JackSparrow,Mon Sep 26 20:43:18 +0000 2011,"|+| I'll eat when I'm hungry #Bitcoin

|+| Magic @thestorecloud //",134774,268620,4484,7729,https://pbs.twimg.com/profile_images/1443652166477131794/ASWaSnHj_normal.jpg,https://pbs.twimg.com/profile_banners/380546370/1549642180,51471.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'youtube.com/c/BitcoinJack', 'expanded_url': 'https://www.youtube.com/c/BitcoinJack', 'url': 'https://t.co/9vhqCJNUzv', 'indices': [0, 23]}]}}",True,False,Planet Earth,['1841385516970700906'],4
37084745,https://x.com/invest_answers,InvestAnswers,invest_answers,Sat May 02 00:09:53 +0000 2009,#Bitcoin #Tesla @Wharton #MathMoneyFreedom Analytics that Defy the Norm: Beyond the Charts,44053,259790,2475,5743,https://pbs.twimg.com/profile_images/1342658507934322688/qCFPwqBL_normal.jpg,https://pbs.twimg.com/profile_banners/37084745/1611021402,18857.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'youtube.com/InvestAnswers/…', 'expanded_url': 'https://www.youtube.com/InvestAnswers/videos', 'url': 'https://t.co/c86O8ZnAT4', 'indices': [0, 23]}]}}",True,False,"San Francisco, CA",['1888044981035876435'],5
18876842,https://x.com/jessepollak,jesse.base.eth,jessepollak,Sun Jan 11 19:36:50 +0000 2009,@base builder #001 @oakcurrency with @0xcity3,106502,207417,2865,882,https://pbs.twimg.com/profile_images/1879556312822120448/QngrqCSC_normal.jpg,https://pbs.twimg.com/profile_banners/18876842/1627429838,32136.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'jesse.xyz', 'expanded_url': 'https://jesse.xyz', 'url': 'https://t.co/b0wXk39N1H', 'indices': [0, 23]}]}}",False,False,east bay & the internet,['1887577101135716854'],7
820313791,https://x.com/GratefulApe_eth,GratefulApe.eth 🍌,GratefulApe_eth,Wed Sep 12 20:35:26 +0000 2012,"🎙@GratefulShow_ Host | Empowering artists, builders, creators and communities 🙏🏻| Building Web3 IP | Made By Apes #00084, #00088 | Grateful Ape Chocolate 🍫",157406,48945,253,11328,https://pbs.twimg.com/profile_images/1475031510633914372/XWVlI25n_normal.jpg,https://pbs.twimg.com/profile_banners/820313791/1652186903,118896.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'gratefulape.store', 'expanded_url': 'http://www.gratefulape.store', 'url': 'https://t.co/jc6NZqPzaz', 'indices': [0, 23]}]}}",True,True,BAYC,['1887140250968879401'],1
125834844,https://x.com/GinoTheGhost,gino.eth 💽,GinoTheGhost,Wed Mar 24 01:06:38 +0000 2010,"2x Grammy-winner, 7x nominee, 12x platinum.  Host of Good Luck! with Gino and #1 ranked cyberbully worldwide. @wearehume 💿📈",31653,33810,338,3941,https://pbs.twimg.com/profile_images/1763354842079313920/GYvH__Zd_normal.jpg,https://pbs.twimg.com/profile_banners/125834844/1689950421,29871.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'ginotheghost.com/good-luck-podc…', 'expanded_url': 'https://ginotheghost.com/good-luck-podcast', 'url': 'https://t.co/QlGU5VUHKm', 'indices': [0, 23]}]}}",True,True,Billboard,['1775634621801394476'],5
1430775066,https://x.com/KingOnEth,KING┃0305.eth,KingOnEth,Wed May 15 15:38:03 +0000 2013,King of Typos 👑,32506,33278,367,2547,https://pbs.twimg.com/profile_images/1853925852028821504/pNhp-Hux_normal.jpg,https://pbs.twimg.com/profile_banners/1430775066/1732568418,11186.0,False,True,{'description': {'urls': []}},True,True,Metaverse,['1887140226281148880'],2
1107518478,https://x.com/JasonYanowitz,Yano 🟪,JasonYanowitz,Sun Jan 20 23:10:04 +0000 2013,"co-founder @blockworks_ 

building @blockworksres | @theempirepod | @blockworksdas | @permissionless",33699,119431,1930,2332,https://pbs.twimg.com/profile_images/1845475643292614670/xisSeeyl_normal.jpg,https://pbs.twimg.com/profile_banners/1107518478/1662921525,14689.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'blockworks.com', 'expanded_url': 'http://blockworks.com', 'url': 'https://t.co/jtHiYZztup', 'indices': [0, 23]}]}}",True,True,New York,['1855713935397212496'],2
89617459,https://x.com/Philfog,"Phil Fogel ( 🦇, 🌳, 🍾)",Philfog,Fri Nov 13 03:39:13 +0000 2009,"Crypto Fashion Icon
Co-Founder @Corkprotocol, @weareflowcarbon, @Corner3VC",8973,3822,87,263,https://pbs.twimg.com/profile_images/1569669235164737536/nyiTeMVZ_normal.jpg,,4790.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'cork.technology', 'expanded_url': 'http://cork.technology', 'url': 'https://t.co/1Ra77xtRwc', 'indices': [0, 23]}]}}",True,True,"New York, NY",['1828101416281649642'],1
24064462,https://x.com/willums_,Will McComb,willums_,Thu Mar 12 23:13:46 +0000 2009,Stablecoins @coinbase || prolific retweeter,20805,1435,22,32,https://pbs.twimg.com/profile_images/1780443354288865280/qzyDkbEv_normal.jpg,https://pbs.twimg.com/profile_banners/24064462/1688609635,843.0,False,True,{'description': {'urls': []}},False,False,"Brooklyn, NY ",[],1
717070108,https://x.com/shitcoin,Shitcoin,shitcoin,Wed Oct 16 03:24:07 +0000 2013,"$SHIT CA: wzpeUomX2VNiswbyYMLqYsdN4nNFZSobNs5xuR7shit
TG: https://t.co/fAauH13V6r",3840,16858,28,1327,https://pbs.twimg.com/profile_images/1849154833162625025/8J0_jZJw_normal.jpg,https://pbs.twimg.com/profile_banners/717070108/1729707846,2566.0,False,True,"{'description': {'urls': [{'display_url': 't.me/shitcoin', 'expanded_url': 'http://t.me/shitcoin', 'url': 'https://t.co/fAauH13V6r', 'indices': [58, 81]}]}, 'url': {'urls': [{'display_url': 'shitcoin.co', 'expanded_url': 'http://shitcoin.co', 'url': 'https://t.co/Ob3OKA5fhj', 'indices': [0, 23]}]}}",True,True,Web 3,['1856833137256321330'],9
20445899,https://x.com/Swan,Swan,Swan,Mon Feb 09 16:27:09 +0000 2009,"Bitcoin-only financial services. Follow for #Bitcoin news, education, videos, memes, and more. Buy Bitcoin with NO FEES on your first $10k at https://t.co/sZR7cZWG0f",6029,55628,502,4812,https://pbs.twimg.com/profile_images/1803513230180098048/aXlpPgYy_normal.png,https://pbs.twimg.com/profile_banners/20445899/1687204560,8524.0,False,True,"{'description': {'urls': [{'display_url': 'swan.com', 'expanded_url': 'http://swan.com', 'url': 'https://t.co/sZR7cZWG0f', 'indices': [142, 165]}]}, 'url': {'urls': [{'display_url': 'swan.com/app', 'expanded_url': 'http://swan.com/app', 'url': 'https://t.co/cxiL0VgBWL', 'indices': [0, 23]}]}}",False,True,Get the Swan app 👉,['1871229044538126734'],21
18495227,https://x.com/ScrillaVentura,RARE SCRILLA,ScrillaVentura,Wed Dec 31 01:44:30 +0000 2008,🐸🔺🎶🥁Rare Scrilla - 42069 album out now | https://t.co/90JC0thUv3,66561,31915,351,9047,https://pbs.twimg.com/profile_images/1880802116656123904/69PgOFbh_normal.jpg,https://pbs.twimg.com/profile_banners/18495227/1730308656,67380.0,False,True,"{'description': {'urls': [{'display_url': 'Rarescrilla.com', 'expanded_url': 'http://Rarescrilla.com', 'url': 'https://t.co/90JC0thUv3', 'indices': [41, 64]}]}, 'url': {'urls': [{'display_url': 'foundation-media.ffm.to/42069', 'expanded_url': 'https://foundation-media.ffm.to/42069', 'url': 'https://t.co/LJfeNeDTo4', 'indices': [0, 23]}]}}",True,False,"Florida, USA",['1859257527990460537'],1
965651,https://x.com/chooserich,Nick O’Neill,chooserich,Sun Mar 11 23:27:01 +0000 2007,Co-Founder & CEO @BoDoggosENT.  The most entertaining source of crypto news.,79629,215691,2667,1974,https://pbs.twimg.com/profile_images/1673530491750719488/zjB5OMTf_normal.jpg,https://pbs.twimg.com/profile_banners/965651/1711137849,32566.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'bodoggos.com', 'expanded_url': 'https://bodoggos.com', 'url': 'https://t.co/LOHiHfylSw', 'indices': [0, 23]}]}}",True,False,"New York, NY",['1887968196092711254'],3
30149881,https://x.com/tahaabbasi,Taha (TheBrownCowboy) | $DOG 🤝 $VINE,tahaabbasi,Fri Apr 10 03:33:15 +0000 2009,Software Architect demystifying web3 and Bitcoin. 🚀 Onboarding the world to Bitcoin ₿ with $DOG 🐾 and to web3 by Doing it for the $VINE 𝕍 ✨,5439,42440,55,863,https://pbs.twimg.com/profile_images/1888060050633351168/X80ePd9I_normal.jpg,https://pbs.twimg.com/profile_banners/30149881/1737212812,7665.0,False,False,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'youtube.com/TahaAbbasi', 'expanded_url': 'https://www.youtube.com/TahaAbbasi', 'url': 'https://t.co/OGfOboBXom', 'indices': [0, 23]}]}}",True,True,Rocky Mountains,['1881802630034547086'],1
1180425715,https://x.com/isabellasg3,Isabella⚡️,isabellasg3,Thu Feb 14 21:56:48 +0000 2013,@BTCIsla | @getbasedtv | #Bitcoin Magazine Follow the silent revolution 👉 https://t.co/N6w5SqfnXa,24847,57812,315,1501,https://pbs.twimg.com/profile_images/1887681064476246016/P4a10aGd_normal.jpg,https://pbs.twimg.com/profile_banners/1180425715/1721425250,14159.0,False,False,"{'description': {'urls': [{'display_url': 'youtube.com/@btcisla', 'expanded_url': 'https://www.youtube.com/@btcisla', 'url': 'https://t.co/N6w5SqfnXa', 'indices': [74, 97]}]}, 'url': {'urls': [{'display_url': 'geyser.fund/project/btcisla', 'expanded_url': 'http://geyser.fund/project/btcisla', 'url': 'https://t.co/cQhH03KWYO', 'indices': [0, 23]}]}}",False,True, ,['1887142220903452994'],5
361289499,https://x.com/BitcoinMagazine,Bitcoin Magazine,BitcoinMagazine,Wed Aug 24 15:14:54 +0000 2011,The Most Trusted Voice In #Bitcoin 🟠 https://t.co/iY43rZ4c0Q • Join us at Bitcoin 2025 🎟️ https://t.co/jB7qBqyF30 • Find us https://t.co/X4mXn4g3Oo •,39548,3617320,19037,15670,https://pbs.twimg.com/profile_images/1444022922377576453/AzvXYXGr_normal.jpg,https://pbs.twimg.com/profile_banners/361289499/1731087475,38583.0,False,True,"{'description': {'urls': [{'display_url': 'bitcoinmagazine.com', 'expanded_url': 'https://bitcoinmagazine.com/', 'url': 'https://t.co/iY43rZ4c0Q', 'indices': [37, 60]}, {'display_url': 'bit.ly/B25-BM10', 'expanded_url': 'https://bit.ly/B25-BM10', 'url': 'https://t.co/jB7qBqyF30', 'indices': [90, 113]}, {'display_url': 'linktr.ee/btcinc', 'expanded_url': 'http://linktr.ee/btcinc', 'url': 'https://t.co/X4mXn4g3Oo', 'indices': [124, 147]}]}, 'url': {'urls': [{'display_url': 'BitcoinMagazine.com', 'expanded_url': 'http://BitcoinMagazine.com', 'url': 'https://t.co/UPj0DCrX32', 'indices': [0, 23]}]}}",False,True,"Nashville, TN",['1883920008881004770'],15
582916637,https://x.com/Jrag0x,Jrag.eth,Jrag0x,Thu May 17 16:21:22 +0000 2012,"⛓️ Onchain Heckler
⌛ Prev. @Sismo_eth I @Kleros_IO I @ConsenSys",8382,13190,223,2207,https://pbs.twimg.com/profile_images/1882386828608536576/7Aaco3k1_normal.jpg,https://pbs.twimg.com/profile_banners/582916637/1696870652,9163.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'linktr.ee/jrag.eth', 'expanded_url': 'https://linktr.ee/jrag.eth', 'url': 'https://t.co/SJHwq6H47e', 'indices': [0, 23]}]}}",True,True,Onchain,['1617593506171584530'],3
106894354,https://x.com/edward_farina,EDO FARINA 🅧 XRP,edward_farina,Thu Jan 21 00:48:42 +0000 2010,Founder https://t.co/23vY3Up90v• Head of Social Adoption @XRPHealthcare • @MonerexOfficial $MXI • I drop valuable info that can make you earn from crypto • 📥,30318,146446,326,5633,https://pbs.twimg.com/profile_images/1680646147868614656/7DnvsiMF_normal.jpg,https://pbs.twimg.com/profile_banners/106894354/1671533844,80511.0,False,True,"{'description': {'urls': [{'display_url': 'alphalionsacademy.com', 'expanded_url': 'http://alphalionsacademy.com', 'url': 'https://t.co/23vY3Up90v', 'indices': [8, 31]}]}, 'url': {'urls': [{'display_url': 'youtube.com/channel/UC1C0b…', 'expanded_url': 'https://www.youtube.com/channel/UC1C0bE8ovLAuGmX-tzvIi4g?_sub_confirmation=1', 'url': 'https://t.co/sJGqT0gS2S', 'indices': [0, 23]}]}}",True,True,"📍 Athens , Greece",['1618656967131820032'],7
424304399,https://x.com/smyyguy,Dan Smith,smyyguy,Tue Nov 29 16:21:42 +0000 2011,Data 🫵 @BlockworksRes || kindly remember this is just twitter,35440,16281,530,1039,https://pbs.twimg.com/profile_images/1776635281526931456/tBQG9ESL_normal.jpg,https://pbs.twimg.com/profile_banners/424304399/1738818916,7272.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'blockworksresearch.com', 'expanded_url': 'https://www.blockworksresearch.com/', 'url': 'https://t.co/3DvtxM22rU', 'indices': [0, 23]}]}}",True,False,Ξ ◎,['1834344998168658426'],3
527831831,https://x.com/mrsolana69,mistor.sol 👁️‍🗨️,mrsolana69,Sat Mar 17 20:55:16 +0000 2012,This is my only account - turn on notis for calls 🔔 DM for inquiries 📨 Trading app: https://t.co/IhzdvHwARL | TG Below,1151703,69377,196,1183,https://pbs.twimg.com/profile_images/1797012962307186688/Ixh7BxBL_normal.jpg,https://pbs.twimg.com/profile_banners/527831831/1717513621,12584.0,False,True,"{'description': {'urls': [{'display_url': 't.me/BullxBetaBot?s…', 'expanded_url': 'https://t.me/BullxBetaBot?start=access_KS1DMU49PT', 'url': 'https://t.co/IhzdvHwARL', 'indices': [84, 107]}]}, 'url': {'urls': [{'display_url': 't.me/+xNRGhBqCfP5kM…', 'expanded_url': 'https://t.me/+xNRGhBqCfP5kMTAx', 'url': 'https://t.co/2WG2h0mwF0', 'indices': [0, 23]}]}}",True,True,,['1808594652343222646'],1
210623431,https://x.com/CryptoGodJohn,Johnny,CryptoGodJohn,Sun Oct 31 22:08:41 +0000 2010,👑For private discord access sign up to @wealthgroup 🔥,60789,807028,7378,12791,https://pbs.twimg.com/profile_images/1799543619709177856/qWU8wkXc_normal.jpg,https://pbs.twimg.com/profile_banners/210623431/1737812861,70824.0,False,True,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'whop.com/wealthgroup/', 'expanded_url': 'https://whop.com/wealthgroup/', 'url': 'https://t.co/vnqwUP2vnX', 'indices': [0, 23]}]}}",True,False,Metaverse,['1856013040581566733'],6
